3.0,1.0,3.0,1.0,3.0,4200.0,500.0,50.352,107.286,0.2,0.0,170.372,0.0,0.0,
3.0,1.0,3.0,1.0,3.0,4214.0,501.0,50.414,107.364,0.078,0.0,170.648,0.0,0.0,
3.0,2.0,6.0,1.49,4.978,20145.054,1500.0,102.884,166.78,0.062,0.0,317.342,0.0,0.0,
3.0,2.0,6.0,1.49,4.978,20167.328,1501.0,102.97,166.856,0.076,0.0,317.56,0.0,0.0,
3.0,3.0,9.0,2.36,7.878,49005.22,2500.0,214.746,251.514,0.09,0.0,567.882,0.0,445.002,
3.0,3.0,9.0,2.36,7.878,49049.018,2501.0,214.952,251.626,0.112,0.0,568.35,0.0,446.134,
3.0,4.0,12.0,2.822,9.646,96718.588,3548.496,419.84,418.602,0.14,0.0,974.11,0.0,1573.628,
3.0,4.0,12.0,2.822,9.646,96786.664,3549.642,420.13,418.898,0.15,0.0,974.764,0.0,1575.42,
3.0,5.0,15.0,3.182,11.166,167986.118,4730.486,695.492,722.852,0.118,0.0,1523.028,0.0,3252.43,
3.0,5.0,15.0,3.182,11.166,168078.05,4731.748,695.818,723.268,0.104,0.0,1523.804,0.0,3254.55,
