0,1,2,2,1,1,14002,1001,81,139,0,0,257,0,0
0,1,2,2,1,1,14004,1002,81,139,0,0,257,0,0
1,1,2,2,1,1,14006,1003,81,139,0,0,257,0,0
1,1,2,2,1,1,14008,1004,81,139,0,0,257,0,0
2,1,2,2,1,1,14010,1005,81,139,0,0,257,0,0
2,1,2,2,1,1,14012,1006,81,139,0,0,257,0,0
3,1,2,2,1,1,14014,1007,81,139,0,0,257,0,0
3,1,2,2,1,1,14016,1008,81,139,0,0,257,0,0
4,1,2,2,1,1,14018,1009,81,139,0,0,257,0,0
4,1,2,2,1,1,14020,1010,81,139,0,0,257,0,0
5,1,2,2,1,1,14022,1011,81,139,0,0,257,0,0
5,1,2,2,1,1,14024,1012,81,139,0,0,257,0,0
6,1,2,2,1,1,14026,1013,81,139,0,0,257,0,0
6,1,2,2,1,1,14028,1014,81,139,0,0,257,0,0
7,1,2,2,1,1,14030,1015,81,139,0,0,257,0,0
7,1,2,2,1,1,14032,1016,81,139,0,0,257,0,0
8,1,2,2,1,1,14034,1017,81,139,0,0,257,0,0
8,1,2,2,1,1,14036,1018,81,139,0,0,257,0,0
9,1,2,2,1,1,14038,1019,81,139,0,0,257,0,0
9,1,2,2,1,1,14040,1020,81,139,0,0,257,0,0
10,1,2,2,1,1,14042,1021,81,139,0,0,257,0,0
10,1,2,2,1,1,14044,1022,81,139,0,0,257,0,0
11,1,2,2,1,1,14046,1023,81,139,0,0,257,0,0
11,1,2,2,1,1,14048,1024,81,139,0,0,257,0,0
12,1,2,2,1,1,14050,1025,81,139,0,0,257,0,0
12,1,2,2,1,1,14052,1026,81,139,0,0,257,0,0
13,1,2,2,1,1,14054,1027,81,139,0,0,257,0,0
13,1,2,2,1,1,14056,1028,81,139,0,0,257,0,0
14,1,2,2,1,1,14058,1029,81,139,0,0,257,0,0
14,1,2,2,1,1,14060,1030,81,140,1,0,257,0,0
15,1,2,2,1,1,14062,1031,81,140,0,0,257,0,0
15,1,2,2,1,1,14064,1032,81,140,0,0,257,0,0
16,1,2,2,1,1,14066,1033,81,140,0,0,257,0,0
16,1,2,2,1,1,14068,1034,81,140,0,0,257,0,0
17,1,2,2,1,1,14070,1035,81,140,0,0,257,0,0
17,1,2,2,1,1,14072,1036,81,140,0,0,257,0,0
18,1,2,2,1,1,14074,1037,81,140,0,0,257,0,0
18,1,2,2,1,1,14076,1038,81,140,0,0,257,0,0
19,1,2,2,1,1,14078,1039,81,140,0,0,257,0,0
19,1,2,2,1,1,14080,1040,81,140,0,0,258,0,0
20,1,2,2,1,1,14082,1041,81,140,0,0,258,0,0
20,1,2,2,1,1,14084,1042,81,140,0,0,258,0,0
21,1,2,2,1,1,14086,1043,81,140,0,0,258,0,0
21,1,2,2,1,1,14088,1044,81,140,0,0,258,0,0
22,1,2,2,1,1,14090,1045,81,140,0,0,258,0,0
22,1,2,2,1,1,14092,1046,81,140,0,0,258,0,0
23,1,2,2,1,1,14094,1047,81,140,0,0,258,0,0
23,1,2,2,1,1,14096,1048,81,140,0,0,258,0,0
24,1,2,2,1,1,14098,1049,81,140,0,0,258,0,0
24,1,2,2,1,1,14100,1050,81,141,1,0,258,0,0
25,1,2,2,1,1,14102,1051,81,141,0,0,258,0,0
25,1,2,2,1,1,14104,1052,81,141,0,0,258,0,0
26,1,2,2,1,1,14106,1053,81,141,0,0,258,0,0
26,1,2,2,1,1,14108,1054,81,141,0,0,258,0,0
27,1,2,2,1,1,14110,1055,81,141,0,0,258,0,0
27,1,2,2,1,1,14112,1056,81,141,0,0,258,0,0
28,1,2,2,1,1,14114,1057,81,142,1,0,258,0,0
28,1,2,2,1,1,14116,1058,81,142,0,0,258,0,0
29,1,2,2,1,1,14118,1059,81,142,0,0,258,0,0
29,1,2,2,1,1,14120,1060,81,142,0,0,258,0,0
30,1,2,2,1,1,14122,1061,81,142,0,0,258,0,0
30,1,2,2,1,1,14124,1062,81,142,0,0,258,0,0
31,1,2,2,1,1,14126,1063,81,142,0,0,258,0,0
31,1,2,2,1,1,14128,1064,81,142,0,0,258,0,0
32,1,2,2,1,1,14130,1065,81,142,0,0,258,0,0
32,1,2,2,1,1,14132,1066,81,142,0,0,258,0,0
33,1,2,2,1,1,14134,1067,81,142,0,0,258,0,0
33,1,2,2,1,1,14136,1068,81,142,0,0,258,0,0
34,1,2,2,1,1,14138,1069,81,142,0,0,258,0,0
34,1,2,2,1,1,14140,1070,81,142,0,0,258,0,0
35,1,2,2,1,1,14142,1071,81,142,0,0,258,0,0
35,1,2,2,1,1,14144,1072,81,142,0,0,258,0,0
36,1,2,2,1,1,14146,1073,81,142,0,0,258,0,0
36,1,2,2,1,1,14148,1074,81,142,0,0,258,0,0
37,1,2,2,1,1,14150,1075,81,142,0,0,258,0,0
37,1,2,2,1,1,14152,1076,81,142,0,0,258,0,0
38,1,2,2,1,1,14154,1077,81,142,0,0,258,0,0
38,1,2,2,1,1,14156,1078,81,142,0,0,258,0,0
39,1,2,2,1,1,14158,1079,81,142,0,0,258,0,0
39,1,2,2,1,1,14160,1080,81,142,0,0,258,0,0
40,1,2,2,1,1,14162,1081,81,142,0,0,258,0,0
40,1,2,2,1,1,14164,1082,81,142,0,0,258,0,0
41,1,2,2,1,1,14166,1083,81,142,0,0,258,0,0
41,1,2,2,1,1,14168,1084,81,142,0,0,258,0,0
42,1,2,2,1,1,14170,1085,81,142,0,0,258,0,0
42,1,2,2,1,1,14172,1086,81,142,0,0,258,0,0
43,1,2,2,1,1,14174,1087,82,142,0,0,259,0,0
43,1,2,2,1,1,14176,1088,82,142,0,0,259,0,0
44,1,2,2,1,1,14178,1089,82,142,0,0,259,0,0
44,1,2,2,1,1,14180,1090,82,142,0,0,259,0,0
45,1,2,2,1,1,14182,1091,82,142,0,0,259,0,0
45,1,2,2,1,1,14184,1092,82,142,0,0,260,0,0
46,1,2,2,1,1,14186,1093,82,142,0,0,260,0,0
46,1,2,2,1,1,14188,1094,82,142,0,0,260,0,0
47,1,2,2,1,1,14190,1095,82,142,0,0,260,0,0
47,1,2,2,1,1,14192,1096,82,142,0,0,260,0,0
48,1,2,2,1,1,14194,1097,82,142,0,0,260,0,0
48,1,2,2,1,1,14196,1098,82,142,0,0,260,0,0
49,1,2,2,1,1,14198,1099,82,142,0,0,260,0,0
49,1,2,2,1,1,14200,1100,82,142,0,0,260,0,0
50,1,2,2,1,1,14202,1101,82,142,0,0,260,0,0
50,1,2,2,1,1,14204,1102,82,142,0,0,261,0,0
51,1,2,2,1,1,14206,1103,82,142,0,0,261,0,0
51,1,2,2,1,1,14208,1104,82,142,0,0,261,0,0
52,1,2,2,1,1,14210,1105,82,142,0,0,261,0,0
52,1,2,2,1,1,14212,1106,82,142,0,0,261,0,0
53,1,2,2,1,1,14214,1107,82,142,0,0,261,0,0
53,1,2,2,1,1,14216,1108,82,142,0,0,261,0,0
54,1,2,2,1,1,14218,1109,82,142,0,0,261,0,0
54,1,2,2,1,1,14220,1110,82,142,0,0,261,0,0
55,1,2,2,1,1,14222,1111,82,142,0,0,261,0,0
55,1,2,2,1,1,14224,1112,82,142,0,0,261,0,0
56,1,2,2,1,1,14226,1113,82,142,0,0,261,0,0
56,1,2,2,1,1,14228,1114,82,142,0,0,261,0,0
57,1,2,2,1,1,14230,1115,82,142,0,0,261,0,0
57,1,2,2,1,1,14232,1116,82,142,0,0,261,0,0
58,1,2,2,1,1,14234,1117,82,142,0,0,261,0,0
58,1,2,2,1,1,14236,1118,82,142,0,0,261,0,0
59,1,2,2,1,1,14238,1119,82,142,0,0,261,0,0
59,1,2,2,1,1,14240,1120,82,142,0,0,261,0,0
60,1,2,2,1,1,14242,1121,82,142,0,0,261,0,0
60,1,2,2,1,1,14244,1122,82,142,0,0,261,0,0
61,1,2,2,1,1,14246,1123,82,142,0,0,261,0,0
61,1,2,2,1,1,14248,1124,82,142,0,0,261,0,0
62,1,2,2,1,1,14250,1125,82,142,0,0,261,0,0
62,1,2,2,1,1,14252,1126,82,142,0,0,261,0,0
63,1,2,2,1,1,14254,1127,83,142,0,0,262,0,0
63,1,2,2,1,1,14256,1128,83,142,0,0,262,0,0
64,1,2,2,1,1,14258,1129,83,142,0,0,262,0,0
64,1,2,2,1,1,14260,1130,83,142,0,0,262,0,0
65,1,2,2,1,1,14262,1131,83,142,0,0,262,0,0
65,1,2,2,1,1,14264,1132,83,143,1,0,262,0,0
66,1,2,2,1,1,14266,1133,83,143,0,0,262,0,0
66,1,2,2,1,1,14268,1134,83,143,0,0,262,0,0
67,1,2,2,1,1,14270,1135,83,143,0,0,262,0,0
67,1,2,2,1,1,14272,1136,83,143,0,0,262,0,0
68,1,2,2,1,1,14274,1137,83,143,0,0,262,0,0
68,1,2,2,1,1,14276,1138,83,143,0,0,262,0,0
69,1,2,2,1,1,14278,1139,83,143,0,0,262,0,0
69,1,2,2,1,1,14280,1140,83,143,0,0,262,0,0
70,1,2,2,1,1,14282,1141,83,143,0,0,262,0,0
70,1,2,2,1,1,14284,1142,83,143,0,0,262,0,0
71,1,2,2,1,1,14286,1143,83,143,0,0,262,0,0
71,1,2,2,1,1,14288,1144,83,143,0,0,262,0,0
72,1,2,2,1,1,14290,1145,83,143,0,0,262,0,0
72,1,2,2,1,1,14292,1146,83,143,0,0,262,0,0
73,1,2,2,1,1,14294,1147,83,143,0,0,262,0,0
73,1,2,2,1,1,14296,1148,83,143,0,0,262,0,0
74,1,2,2,1,1,14298,1149,83,143,0,0,262,0,0
74,1,2,2,1,1,14300,1150,83,143,0,0,262,0,0
75,1,2,2,1,1,14302,1151,83,143,0,0,262,0,0
75,1,2,2,1,1,14304,1152,83,143,0,0,262,0,0
76,1,2,2,1,1,14306,1153,83,143,0,0,262,0,0
76,1,2,2,1,1,14308,1154,83,143,0,0,262,0,0
77,1,2,2,1,1,14310,1155,83,143,0,0,262,0,0
77,1,2,2,1,1,14312,1156,83,143,0,0,262,0,0
78,1,2,2,1,1,14314,1157,83,143,0,0,262,0,0
78,1,2,2,1,1,14316,1158,83,143,0,0,262,0,0
79,1,2,2,1,1,14318,1159,83,143,0,0,262,0,0
79,1,2,2,1,1,14320,1160,83,143,0,0,262,0,0
80,1,2,2,1,1,14322,1161,83,143,0,0,262,0,0
80,1,2,2,1,1,14324,1162,83,143,0,0,262,0,0
81,1,2,2,1,1,14326,1163,83,143,0,0,262,0,0
81,1,2,2,1,1,14328,1164,83,143,0,0,262,0,0
82,1,2,2,1,1,14330,1165,83,143,0,0,262,0,0
82,1,2,2,1,1,14332,1166,83,143,0,0,262,0,0
83,1,2,2,1,1,14334,1167,83,143,0,0,262,0,0
83,1,2,2,1,1,14336,1168,83,143,0,0,262,0,0
84,1,2,2,1,1,14338,1169,83,143,0,0,262,0,0
84,1,2,2,1,1,14340,1170,83,143,0,0,262,0,0
85,1,2,2,1,1,14342,1171,83,143,0,0,262,0,0
85,1,2,2,1,1,14344,1172,83,143,0,0,262,0,0
86,1,2,2,1,1,14346,1173,83,143,0,0,262,0,0
86,1,2,2,1,1,14348,1174,83,143,0,0,262,0,0
87,1,2,2,1,1,14350,1175,83,143,0,0,262,0,0
87,1,2,2,1,1,14352,1176,83,143,0,0,262,0,0
88,1,2,2,1,1,14354,1177,83,143,0,0,262,0,0
88,1,2,2,1,1,14356,1178,83,143,0,0,262,0,0
89,1,2,2,1,1,14358,1179,83,143,0,0,262,0,0
89,1,2,2,1,1,14360,1180,83,143,0,0,263,0,0
90,1,2,2,1,1,14362,1181,83,143,0,0,263,0,0
90,1,2,2,1,1,14364,1182,83,143,0,0,263,0,0
91,1,2,2,1,1,14366,1183,83,143,0,0,263,0,0
91,1,2,2,1,1,14368,1184,83,143,0,0,263,0,0
92,1,2,2,1,1,14370,1185,83,143,0,0,263,0,0
92,1,2,2,1,1,14372,1186,83,143,0,0,263,0,0
93,1,2,2,1,1,14374,1187,83,143,0,0,263,0,0
93,1,2,2,1,1,14376,1188,83,143,0,0,263,0,0
94,1,2,2,1,1,14378,1189,83,143,0,0,263,0,0
94,1,2,2,1,1,14380,1190,83,143,0,0,263,0,0
95,1,2,2,1,1,14382,1191,83,143,0,0,263,0,0
95,1,2,2,1,1,14384,1192,83,143,0,0,263,0,0
96,1,2,2,1,1,14386,1193,83,143,0,0,263,0,0
96,1,2,2,1,1,14388,1194,83,143,0,0,263,0,0
